source,auctioneer,sale date,sale time,county,address,deposit,status,ad link
AC,AC,10/06/2026,11:07 AM,Prince George's County,"4217 Kinmount Road, Lanham, 20706","$20,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNR2%2Fauctionmobility-tenant-private%2FWAHB-1-EGQL%2Fdocuments%2F528728.pdf
AC,AC,10/06/2026,11:12 AM,Prince George's County,"4602 Brinkley Road, Temple Hills, 20748","$35,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNQ7%2Fauctionmobility-tenant-private%2FEZsJ-1-EGQL%2Fdocuments%2F528438.pdf
AC,AC,10/06/2026,11:14 AM,Prince George's County,"4825 Norfolk Court, Suitland, 20746","$40,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNNY%2Fauctionmobility-tenant-private%2FMmFZ-1-EGQL%2Fdocuments%2F528411.pdf
AC,AC,10/06/2026,11:19 AM,Prince George's County,"2210 Oak Glen Way, District Heights, 20747","$22,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNM5%2Fauctionmobility-tenant-private%2Fax6S-1-EGQL%2Fdocuments%2F528659.pdf
AC,AC,10/06/2026,11:21 AM,Prince George's County,"5607 Bideford Court, Bowie, 20715","$44,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNP1%2Fauctionmobility-tenant-private%2FQQyM-1-EGQL%2Fdocuments%2F528456.pdf
AC,AC,10/06/2026,11:23 AM,Prince George's County,"629 Larchmont Avenue, Capitol Heights, 20743","$10,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNO8%2Fauctionmobility-tenant-private%2FSBAP-1-EGQL%2Fdocuments%2F528744.pdf
AC,AC,10/06/2026,11:29 AM,Prince George's County,"2300 Fairlawn Street, Temple Hills, 20748","$19,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNLP%2Fauctionmobility-tenant-private%2FjNy3-1-EGQL%2Fdocuments%2F528749.pdf
AC,AC,10/06/2026,11:31 AM,Prince George's County,"1810 Hollydale Road, Fort Washington, 20744","$27,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNKV%2Fauctionmobility-tenant-private%2F0uCm-1-EGQL%2Fdocuments%2F528715.pdf
AC,AC,10/06/2026,11:35 AM,Prince George's County,"2416 Grange Hall Court, Fort Washington, 20744","$18,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNKL%2Fauctionmobility-tenant-private%2FG7UB-1-EGQL%2Fdocuments%2F528714.pdf
AC,AC,10/06/2026,11:37 AM,Prince George's County,"6231 Landover Road, Landover a/r/t/a Cheverly, 20785","$30,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNNN%2Fauctionmobility-tenant-private%2FylQ1-1-EGQL%2Fdocuments%2F528604.pdf
AC,AC,10/06/2026,11:41 AM,Prince George's County,"10440 Storch Turn, Lanham, 20706","$36,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNPB%2Fauctionmobility-tenant-private%2FCwSr-1-EGQL%2Fdocuments%2F528460.pdf
AC,AC,10/06/2026,11:55 AM,Prince George's County,"105 Glenwood Avenue, Easton, 21601","$15,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNPM%2Fauctionmobility-tenant-private%2FYmhh-1-EGQL%2Fdocuments%2F528729.pdf
AC,AC,10/06/2026,12:00 PM,Prince George's County,"31603 Geib Road, Cordova, 21625","$17,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNOK%2Fauctionmobility-tenant-private%2FXCaF-1-EGQL%2Fdocuments%2F528455.pdf
AC,AC,10/07/2026,11:30 AM,Allegany County,"777 Fayette Street, Cumberland, 21502","$9,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNTQ%2Fauctionmobility-tenant-private%2FK0c3-1-EGQL%2Fdocuments%2F528467.pdf
AC,AC,10/07/2026,11:32 AM,Allegany County,"13706 Pinto Road SW, Cumberland, 21502","$18,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNUU%2Fauctionmobility-tenant-private%2Fk38c-1-EGQL%2Fdocuments%2F528717.pdf
AC,AC,10/07/2026,12:20 PM,District of Columbia,"1814 Bryant Street, NE, Washington, 20018","$6,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNSV%2Fauctionmobility-tenant-private%2FLPlg-1-EGQL%2Fdocuments%2F528613.pdf
AC,AC,10/07/2026,12:25 PM,District of Columbia,"1831 Channing Street, NE, Washington, 20018","$1,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNT5%2Fauctionmobility-tenant-private%2FN65B-1-EGQL%2Fdocuments%2F528615.pdf
AC,AC,10/07/2026,12:30 PM,District of Columbia,"1731 28th Street, SE, Washington, 20020","$100,000 → 10%",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNTF%2Fauctionmobility-tenant-private%2FFnv1-1-EGQL%2Fdocuments%2F528573.pdf
AC,AC,10/07/2026,12:45 PM,District of Columbia,"1704 West Virginia Avenue, NE, Washington, 20002","$60,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNU0%2Fauctionmobility-tenant-private%2F7oyy-1-EGQL%2Fdocuments%2F528587.pdf
AC,AC,10/07/2026,12:55 PM,District of Columbia,"3978 2nd Street, SW, Washington, 20032","$15,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNS7%2Fauctionmobility-tenant-private%2FnpHh-1-EGQL%2Fdocuments%2F528682.pdf
AC,AC,10/07/2026,12:57 PM,District of Columbia,"106 Xenia Street, SE, Washington, 20032","$30,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNSH%2Fauctionmobility-tenant-private%2FN5pR-1-EGQL%2Fdocuments%2F528683.pdf
AC,AC,10/07/2026,1:03 PM,District of Columbia,"2472 Alabama Avenue, SE, Unit #B303, Washington, 20020","$10,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNUK%2Fauctionmobility-tenant-private%2FV6uF-1-EGQL%2Fdocuments%2F528672.pdf
AC,AC,10/07/2026,1:05 PM,District of Columbia,"1907 Frederick Douglass Court, SE, Washington, 20020","$20,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJNUA%2Fauctionmobility-tenant-private%2FAUf2-1-EGQL%2Fdocuments%2F528668.pdf
AC,AC,10/08/2026,9:15 AM,Baltimore City,"1184 Nanticoke Street, Baltimore, 21230","$32,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJO0O%2Fauctionmobility-tenant-private%2Fvv9b-1-EGQL%2Fdocuments%2F528605.pdf
AC,AC,10/08/2026,9:20 AM,Baltimore City,"714 Portland Street, Baltimore, 21230","$15,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJO23%2Fauctionmobility-tenant-private%2FUYvk-1-EGQL%2Fdocuments%2F528653.pdf
AC,AC,10/08/2026,9:25 AM,Baltimore City,"5039 Queensberry Avenue, Baltimore, 21215","$7,000 → 10%",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJO18%2Fauctionmobility-tenant-private%2FenBw-1-EGQL%2Fdocuments%2F528685.pdf
AC,AC,10/08/2026,9:27 AM,Baltimore City,"2436 Keyworth Avenue, Baltimore, 21215","$7,000 → 10%",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJO1I%2Fauctionmobility-tenant-private%2FNckt-1-EGQL%2Fdocuments%2F528686.pdf
AC,AC,10/08/2026,9:29 AM,Baltimore City,"4015 Edmondson Avenue, Baltimore, 21229","$7,000 → 10%",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJO1T%2Fauctionmobility-tenant-private%2FkCA5-1-EGQL%2Fdocuments%2F528687.pdf
AC,AC,10/08/2026,9:34 AM,Baltimore City,"4310 Sheldon Avenue, Baltimore, 21206","$6,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJO2F%2Fauctionmobility-tenant-private%2FW9iE-1-EGQL%2Fdocuments%2F528784.pdf
AC,AC,10/08/2026,9:39 AM,Baltimore City,"4209 Old York Road, Baltimore, 21212","$29,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJO0Y%2Fauctionmobility-tenant-private%2F9CxC-1-EGQL%2Fdocuments%2F528757.pdf
AC,AC,10/08/2026,9:41 AM,Baltimore City,"3342 East Baltimore Street, Baltimore, 21224","$22,000",Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-DGJO0E%2Fauctionmobility-tenant-private%2FdLAY-1-EGQL%2Fdocuments%2F528406.pdf
