Auction ID,Saved At,Sale Date & Time,Auctioneer,County,Address,Deposit,Occupied,Look,Comp,Rehab,Profit,Max,%,MaxS,My Note,Deposit Amount,Status,Ad Link
16236566eb9b81c6f5bb,2026-05-26T10:57:24,2026-05-26 11:00:00,AC,Caroline County,"111 Reliance Avenue, Federalsburg, 21632","$18,000",False,,0,0,0,,,,,18000.0,Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-CMMIY4%2Fauctionmobility-tenant-private%2F9SvY-1-EGQL%2Fdocuments%2F526077.pdf
14eea91198e0bf3d687e,2026-05-26T10:57:24,2026-05-26 11:30:00,TW,Prince George's County,"1011 Winged Foot Drive, Bowie, MD 20721","$40,000",False,,0,0,0,,,,,40000.0,Active,
a67bae25e0c307792af7,2026-05-26T10:57:24,2026-05-26 11:30:00,TW,Prince George's County,"1204 Farmington Avenue, Accokeek, MD 20607","$53,500",False,,0,0,0,,,,,53500.0,Active,
fb5cce01f490e1b0782d,2026-05-26T10:57:24,2026-05-26 11:30:00,TW,Prince George's County,"12410 Gladys Retreat Circle, Bowie, MD 20720","$47,000",False,,0,0,0,,,,,47000.0,Active,
6cfadfebff4c89a129a0,2026-05-26T10:57:24,2026-05-26 11:30:00,TW,Prince George's County,"15512 Empress Way, Bowie, MD 20716","$26,000",False,,0,0,0,,,,,26000.0,Active,
a04dfbe4cc941462c7cc,2026-05-26T10:57:24,2026-05-26 14:00:00,HW,Prince George's County,"12601 LONGWATER DRIVE, MITCHELLVILLE, MD 20721",10%,False,,0,0,0,,,,,0.0,Active,https://app.hwestauctions.com/details.php?id=152669
d20f88eb7400c828eb9f,2026-05-26T10:57:24,2026-05-26 14:00:00,HW,Prince George's County,"3842 EAVES LANE, BOWIE, MD 20716",10%,False,,0,0,0,,,,,0.0,Active,https://app.hwestauctions.com/details.php?id=152743
f62e3f71ed9f8216da35,2026-05-26T10:57:24,2026-05-27 09:30:00,HW,Frederick County,"11000 HAZELNUT LANE, MONROVIA, MD 21770",10%,False,,0,0,0,,,,,0.0,Active,https://app.hwestauctions.com/details.php?id=152544
4b9ffc568d84a682b1c0,2026-05-26T10:57:24,2026-05-27 11:00:00,AC,Prince George's County,"5946 East Boniwood Turn, Clinton, 20735","$20,000",False,,0,0,0,,,,,20000.0,Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-CMMIZK%2Fauctionmobility-tenant-private%2F8HVG-1-EGQL%2Fdocuments%2F526305.pdf
a0763546f839aae43790,2026-05-26T10:57:24,2026-05-27 11:11:00,AC,Prince George's County,"5804 Brooke Jane Drive, Clinton, 20735","$52,000",False,,0,0,0,,,,,52000.0,Active,https://realestate.alexcooper.com/direct-download-document?url=https%3A%2F%2Fproduction2-server.auctionmobility.com%2Fv1%2Fdocument%2F1-EGQL%2F1-CMMJ27%2Fauctionmobility-tenant-private%2FTBM0-1-EGQL%2Fdocuments%2F526294.pdf
2bce58e84050c7d58852,2026-05-26T10:57:24,2026-05-27 11:15:00,TW,Montgomery County,"2702 Silverdale Drive, Silver Spring, MD 20906","$5,000",False,,0,0,0,,,,,5000.0,Active,
